id,name,account,card,features,news
176,Gabriel Silva Santos,"{'id': 178, 'number': '97358-1', 'agency': '0001', 'balance': 101.15, 'limit': 500.0}","{'id': 170, 'number': '**** **** **** 1082', 'limit': 1000.0}",[],"[{'id': 169, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Gabriel, invista agora e garanta um futuro seguro. Seu amanhã depende das ações de hoje!'}, {'id': 556, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 557, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1127, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gabriel Silva Santos, o empenho em analisar a execução dos pontos do programa ainda não demonstrou convincentemente que vai participar na mudança das formas de ação. '}]"
177,Bre,"{'id': 179, 'number': '00000-1', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 171, 'number': '**** **** **** 1321', 'limit': 1000.0}",[],"[{'id': 558, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 559, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1128, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Bre, todavia, a valorização de fatores subjetivos estende o alcance e a importância do retorno esperado a longo prazo. '}]"
178,Demi,"{'id': 180, 'number': '00000-2', 'agency': '0002', 'balance': 0.0, 'limit': 1000.0}","{'id': 172, 'number': '**** **** **** 1322', 'limit': 1000.0}",[],"[{'id': 560, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 561, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1129, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Demi, do mesmo modo, o desafiador cenário globalizado facilita a criação das regras de conduta normativas. '}]"
179,Demis,"{'id': 181, 'number': '00000-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 173, 'number': '**** **** **** 1332', 'limit': 1000.0}",[],"[{'id': 562, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 563, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1130, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Demis, por conseguinte, a crescente influência da mídia acarreta um processo de reformulação e modernização de alternativas às soluções ortodoxas. '}]"
180,Demis,"{'id': 182, 'number': '00020-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 174, 'number': '**** **** ***8 1332', 'limit': 1000.0}",[],"[{'id': 564, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 565, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1131, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Demis, não obstante, o desenvolvimento contínuo de distintas formas de atuação possibilita uma melhor visão global dos paradigmas corporativos. '}]"
181,Demi,"{'id': 183, 'number': '00030-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 175, 'number': '**** **** ***9 1332', 'limit': 1000.0}",[],"[{'id': 566, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 567, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1132, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Demi, no entanto, não podemos esquecer que a hegemonia do ambiente político pode nos levar a considerar a reestruturação do sistema de participação geral. '}]"
182,Brenno,"{'id': 184, 'number': '00040-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 176, 'number': '**** **** **57 1332', 'limit': 1000.0}",[],"[{'id': 568, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 569, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1133, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Brenno, percebemos, cada vez mais, que o surgimento do comércio virtual estimula a padronização do impacto na agilidade decisória. '}]"
183,Gabriel,"{'id': 185, 'number': '01095-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 177, 'number': '**** **** **** 1983', 'limit': 1000.0}",[],"[{'id': 570, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 571, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1134, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gabriel, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se a mobilidade dos capitais internacionais auxilia a preparação e a composição das diversas correntes de pensamento. '}]"
184,Alex,"{'id': 186, 'number': '02095-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 178, 'number': '**** **** **** 1993', 'limit': 1000.0}",[],"[{'id': 572, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 573, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1135, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Alex, neste sentido, a constante divulgação das informações cumpre um papel essencial na formulação dos métodos utilizados na avaliação de resultados. '}]"
185,Cesar,"{'id': 187, 'number': '12095-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 179, 'number': '**** **** **** 2993', 'limit': 1000.0}",[],"[{'id': 574, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 575, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1136, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Cesar, podemos já vislumbrar o modo pelo qual a hegemonia do ambiente político acarreta um processo de reformulação e modernização dos níveis de motivação departamental. '}]"
186,Markin,"{'id': 188, 'number': '000001-2', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 180, 'number': '1111 1111 1111 1234', 'limit': 1000.0}",[],"[{'id': 576, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 577, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1137, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Markin, gostaria de enfatizar que a competitividade nas transações comerciais talvez venha a ressaltar a relatividade do retorno esperado a longo prazo. '}]"
187,Vaness,"{'id': 189, 'number': '000002-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 181, 'number': '1111 1111 1112 1234', 'limit': 1500.0}",[],"[{'id': 578, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 579, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1138, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vaness, não obstante, a consolidação das estruturas auxilia a preparação e a composição das condições financeiras e administrativas exigidas. '}]"
188,Noah,"{'id': 190, 'number': '000003-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 182, 'number': '1111 1111 1113 1234', 'limit': 1500.0}",[],"[{'id': 580, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 581, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1139, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Noah, acima de tudo, é fundamental ressaltar que a estrutura atual da organização acarreta um processo de reformulação e modernização dos modos de operação convencionais. '}]"
252,Renato,"{'id': 259, 'number': '00005-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 246, 'number': '**** **** 4956 1111', 'limit': 1000.0}",[],"[{'id': 582, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 583, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1140, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Renato, por outro lado, a consolidação das estruturas facilita a criação dos conhecimentos estratégicos para atingir a excelência. '}]"
189,Joshua,"{'id': 192, 'number': '00666-8', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 183, 'number': '**** **** **** 5426', 'limit': 1000.0}",[],"[{'id': 584, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 585, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1141, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Joshua, do mesmo modo, a complexidade dos estudos efetuados deve passar por modificações independentemente dos índices pretendidos. '}]"
190,Hendrix,"{'id': 196, 'number': '00666-9', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 184, 'number': '**** **** **** 5678', 'limit': 1000.0}",[],"[{'id': 586, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 587, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1142, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Hendrix, no mundo atual, a necessidade de renovação processual garante a contribuição de um grupo importante na determinação dos conhecimentos estratégicos para atingir a excelência. '}]"
191,Cornell,"{'id': 197, 'number': '00667-9', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 185, 'number': '**** **** **** 5617', 'limit': 1000.0}",[],"[{'id': 588, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 589, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1143, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Cornell, o empenho em analisar a constante divulgação das informações possibilita uma melhor visão global das novas proposições. '}]"
192,Elemento X,"{'id': 198, 'number': '99999-1', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 186, 'number': '9999 9999 9999 1111', 'limit': 1000.0}",[],"[{'id': 590, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 591, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1144, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Elemento X, caros amigos, a determinação clara de objetivos talvez venha a ressaltar a relatividade das condições inegavelmente apropriadas. '}]"
193,Elemento y,"{'id': 199, 'number': '99999-2', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 187, 'number': '9999 9999 9999 2222', 'limit': 1000.0}",[],"[{'id': 592, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 593, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1145, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Elemento y, no mundo atual, o desafiador cenário globalizado prepara-nos para enfrentar situações atípicas decorrentes do levantamento das variáveis envolvidas. '}]"
194,Elemento Z,"{'id': 200, 'number': '99999-3', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 188, 'number': '9999 9999 9999 3333', 'limit': 1000.0}",[],"[{'id': 594, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 595, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1146, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Elemento Z, ainda assim, existem dúvidas a respeito de como a expansão dos mercados mundiais exige a precisão e a definição dos procedimentos normalmente adotados. '}]"
195,Pyterson2,"{'id': 201, 'number': '00321-1', 'agency': '0023', 'balance': 0.0, 'limit': 500.0}","{'id': 189, 'number': '**** **** **** 1311', 'limit': 1000.0}",[],"[{'id': 114, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson2, invista com sabedoria e garanta um futuro promissor. #InvestimentosEssenciais'}, {'id': 117, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson2, invista no seu futuro financeiro com estratégia e segurança. Conte com o meu apoio - especialista em marketing bancário.'}, {'id': 596, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 597, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1147, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson2, a prática cotidiana prova que a expansão dos mercados mundiais estimula a padronização dos métodos utilizados na avaliação de resultados. '}]"
196,Pytersonia,"{'id': 202, 'number': '01321-1', 'agency': '0023', 'balance': 0.0, 'limit': 500.0}","{'id': 190, 'number': '**** *3** **** 1311', 'limit': 1000.0}",[],"[{'id': 115, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com PytersBank e garanta um futuro sólido!'}, {'id': 118, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com a Pytersonia: o seu futuro financeiro em boas mãos! 💼📈 #InvestimentosPytersonia'}, {'id': 598, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 599, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1148, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pytersonia, assim mesmo, o acompanhamento das preferências de consumo representa uma abertura para a melhoria das condições inegavelmente apropriadas. '}]"
197,Pietro,"{'id': 203, 'number': '41321-1', 'agency': '0023', 'balance': 0.0, 'limit': 500.0}","{'id': 191, 'number': '**** *3** *4** 1311', 'limit': 1000.0}",[],"[{'id': 116, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pietro, invista no seu futuro! Faça bons investimentos com segurança!'}, {'id': 119, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pietro, descubra como seus investimentos podem fazer seu dinheiro trabalhar para você! 💰'}, {'id': 600, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 601, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1149, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pietro, no entanto, não podemos esquecer que o novo modelo estrutural aqui preconizado nos obriga à análise dos métodos utilizados na avaliação de resultados. '}]"
199,João Silva,"{'id': 204, 'number': '1234-5', 'agency': '0001-9', 'balance': 1000.0, 'limit': 500.0}","{'id': 192, 'number': '1234-5678-9012-3456', 'limit': 2000.0}",[],"[{'id': 602, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 603, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1150, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'João Silva, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se a estrutura atual da organização aponta para a melhoria do orçamento setorial. '}]"
200,Maria Santos,"{'id': 205, 'number': '6789-0', 'agency': '0002-8', 'balance': 500.0, 'limit': 300.0}","{'id': 193, 'number': '9876-5432-1098-7654', 'limit': 1500.0}",[],"[{'id': 604, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 605, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1151, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Maria Santos, percebemos, cada vez mais, que o julgamento imparcial das eventualidades maximiza as possibilidades por conta das direções preferenciais no sentido do progresso. '}]"
202,Pedro Costa,"{'id': 207, 'number': '8901-2', 'agency': '0004-6', 'balance': 2000.0, 'limit': 1000.0}","{'id': 195, 'number': '5678-9012-3456-7890', 'limit': 2500.0}",[],"[{'id': 608, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 609, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1153, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pedro Costa, ainda assim, existem dúvidas a respeito de como a revolução dos costumes faz parte de um processo de gerenciamento dos índices pretendidos. '}]"
203,Eduardo,"{'id': 208, 'number': '1011-1', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 196, 'number': '1234 6652 1287 7783', 'limit': 2800.0}","[{'id': 55, 'icon': 'string', 'description': 'string'}]","[{'id': 103, 'icon': 'string', 'description': 'string'}, {'id': 610, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 611, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1154, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eduardo, por outro lado, a crescente influência da mídia obstaculiza a apreciação da importância dos métodos utilizados na avaliação de resultados. '}]"
204,Eduardo,"{'id': 209, 'number': '033-4', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 197, 'number': '1224 6652 1287 7783', 'limit': 2800.0}","[{'id': 56, 'icon': 'string', 'description': 'string'}]","[{'id': 104, 'icon': 'string', 'description': 'string'}, {'id': 612, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 613, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1155, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eduardo, por conseguinte, a competitividade nas transações comerciais maximiza as possibilidades por conta dos modos de operação convencionais. '}]"
205,Rodrigo,"{'id': 210, 'number': '033-5', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 198, 'number': '1224 6652 1447 7743', 'limit': 2800.0}","[{'id': 57, 'icon': 'string', 'description': 'string'}]","[{'id': 105, 'icon': 'string', 'description': 'string'}, {'id': 614, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 615, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1156, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Rodrigo, a prática cotidiana prova que o desenvolvimento contínuo de distintas formas de atuação agrega valor ao estabelecimento dos níveis de motivação departamental. '}]"
206,Marta,"{'id': 211, 'number': '033-6', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 199, 'number': '1224 6592 1447 7743', 'limit': 1800.0}","[{'id': 58, 'icon': 'string', 'description': 'string'}]","[{'id': 106, 'icon': 'string', 'description': 'string'}, {'id': 616, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 617, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1157, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marta, no mundo atual, o surgimento do comércio virtual deve passar por modificações independentemente dos modos de operação convencionais. '}]"
207,Monica,"{'id': 212, 'number': '033-7', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 200, 'number': '7634 6592 1447 7743', 'limit': 980.0}","[{'id': 59, 'icon': 'string', 'description': 'string'}]","[{'id': 107, 'icon': 'string', 'description': 'string'}, {'id': 618, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 619, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1158, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Monica, no entanto, não podemos esquecer que a consolidação das estruturas oferece uma interessante oportunidade para verificação das diversas correntes de pensamento. '}]"
208,Vivi Cruz,"{'id': 213, 'number': '80001-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 201, 'number': '**** **** **** 8111', 'limit': 1000.0}",[],"[{'id': 620, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 621, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1159, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vivi Cruz, a certificação de metodologias que nos auxiliam a lidar com a percepção das dificuldades causa impacto indireto na reavaliação dos níveis de motivação departamental. '}]"
209,Viviane Ramos,"{'id': 214, 'number': '80001-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 202, 'number': '**** **** **** 8112', 'limit': 1000.0}",[],"[{'id': 622, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 623, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1160, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Viviane Ramos, por outro lado, a mobilidade dos capitais internacionais ainda não demonstrou convincentemente que vai participar na mudança do sistema de participação geral. '}]"
210,Viviane Cruz,"{'id': 215, 'number': '80001-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 203, 'number': '**** **** **** 8113', 'limit': 1000.0}",[],"[{'id': 624, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 625, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1161, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Viviane Cruz, caros amigos, a revolução dos costumes prepara-nos para enfrentar situações atípicas decorrentes dos métodos utilizados na avaliação de resultados. '}]"
211,Stephanny,"{'id': 216, 'number': '078501-1', 'agency': '972888-0', 'balance': 0.0, 'limit': 50000.0}","{'id': 204, 'number': '****** ***** ***', 'limit': 10000.0}",[],"[{'id': 626, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 627, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1162, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Stephanny, do mesmo modo, a constante divulgação das informações não pode mais se dissociar das diretrizes de desenvolvimento para o futuro. '}]"
